Patient [id=1, name=Gwenny Im, birthdate=2003-04-06, ssn=414-79-9429, primaryID=9, primaryName=Shirley Godwin, specialty=null, years=null, street=4521 Walnut Street, city=Chesapeake, state=CO, zipcode=31614]
Prescription [rxid=null, drugName=Xanax, quantity=55, patient_ssn=199-08-9882, patientName=Lulu Sigvard, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Naprosyn, quantity=8, patient_ssn=656-03-7974, patientName=Beulah Thalia, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Yaz, quantity=42, patient_ssn=132-71-8388, patientName=Berri Swainson, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Percocet, quantity=47, patient_ssn=264-71-3864, patientName=Arlee Pazia, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zestoretic, quantity=30, patient_ssn=856-94-7784, patientName=Tootsie Sutherland, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Premarin, quantity=58, patient_ssn=235-84-0082, patientName=Alexa Meli, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Prevacid, quantity=14, patient_ssn=887-37-9981, patientName=Billi Hurless, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Ativan, quantity=15, patient_ssn=494-04-4163, patientName=Marieann Iiette, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zyloprim, quantity=52, patient_ssn=411-92-1256, patientName=Abagail Croner, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zantac, quantity=77, patient_ssn=592-79-9401, patientName=Kanya Phelia, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Glucotrol, quantity=47, patient_ssn=741-18-4837, patientName=Bryna Eustasius, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Advair, quantity=26, patient_ssn=772-41-2407, patientName=Fancie Lebaron, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Celebrex, quantity=6, patient_ssn=400-62-1150, patientName=Katalin Greenman, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Diovan, quantity=91, patient_ssn=298-31-3293, patientName=Shea Chrissa, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Amoxil, quantity=25, patient_ssn=879-24-1493, patientName=Jannelle Ger, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Soma, quantity=78, patient_ssn=132-97-2871, patientName=Collie Merv, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Restoril, quantity=3, patient_ssn=254-57-7791, patientName=Alana Manon, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Topamax, quantity=75, patient_ssn=312-56-2012, patientName=Caitlin Shipman, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Adderall XR, quantity=76, patient_ssn=191-19-8321, patientName=Thia Dempster, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Diovan, quantity=24, patient_ssn=605-48-7512, patientName=Sidonnie Floeter, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Topamax, quantity=97, patient_ssn=278-56-5673, patientName=Suzanne Tama, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Crestor, quantity=95, patient_ssn=767-89-5319, patientName=Lusa Neuberger, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Singulair, quantity=82, patient_ssn=454-59-0391, patientName=Alikee Cher, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Seroquel, quantity=10, patient_ssn=524-42-2723, patientName=Krysta Ingles, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Mevacor, quantity=13, patient_ssn=772-41-2407, patientName=Fancie Lebaron, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Actos, quantity=90, patient_ssn=194-75-0240, patientName=Alicia Bondon, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Plavix, quantity=41, patient_ssn=845-24-4134, patientName=Roxanna Trudey, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Voltaren, quantity=72, patient_ssn=466-58-4289, patientName=Kelila Allveta, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Amaryl, quantity=68, patient_ssn=282-17-7914, patientName=Blakeley Pega, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Diflucan, quantity=19, patient_ssn=843-02-1497, patientName=Janelle Ambros, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zithromax, quantity=46, patient_ssn=658-89-4307, patientName=Roseline Tymothy, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Voltaren, quantity=74, patient_ssn=756-35-4688, patientName=Rea Borszcz, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Amoxil, quantity=32, patient_ssn=310-86-8315, patientName=Darcey Hillinck, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Diabeta, quantity=45, patient_ssn=772-41-2407, patientName=Fancie Lebaron, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zoloft, quantity=75, patient_ssn=233-43-0830, patientName=Catherina Tades, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Protonix, quantity=85, patient_ssn=653-35-3318, patientName=Ivie Tobin, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Toprol, quantity=80, patient_ssn=336-09-5692, patientName=Dona Idonah, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Glucophage, quantity=91, patient_ssn=466-58-4289, patientName=Kelila Allveta, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Vytorin, quantity=49, patient_ssn=249-76-9260, patientName=Juli Revkah, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Prilosec, quantity=79, patient_ssn=513-16-6512, patientName=Cristin Lynna, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Mobic, quantity=85, patient_ssn=791-40-3101, patientName=Katerine Sheryle, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Levoxl, quantity=77, patient_ssn=883-41-4045, patientName=Lula Lucinda, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zestoretic, quantity=27, patient_ssn=228-93-6298, patientName=Della Clyte, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Glucophage, quantity=43, patient_ssn=338-89-2303, patientName=Brittni Merras, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Flomax, quantity=25, patient_ssn=658-89-4307, patientName=Roseline Tymothy, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Premarin, quantity=91, patient_ssn=285-11-3134, patientName=Crissy Torres, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Augmentin, quantity=1, patient_ssn=774-75-8810, patientName=Brittni Kazimir, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Vibramycin, quantity=87, patient_ssn=650-18-1616, patientName=Dusty Oshinski, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lexapro, quantity=81, patient_ssn=887-37-9981, patientName=Billi Hurless, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Fosamax, quantity=2, patient_ssn=845-94-6039, patientName=Marti Benia, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Naprosyn, quantity=87, patient_ssn=639-57-9147, patientName=Deonne Marybelle, doctor_ssn=748-26-8035, doctorName=Alecia Maryjo, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Medrol, quantity=36, patient_ssn=228-76-4502, patientName=Catlaina Anatollo, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Paxil, quantity=81, patient_ssn=629-69-7467, patientName=Celinda Susannah, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lipitor, quantity=90, patient_ssn=314-75-4678, patientName=Olympie Palumbo, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Proair Proventil, quantity=54, patient_ssn=200-20-0748, patientName=Mae Olwen, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Mevacor, quantity=80, patient_ssn=891-27-3615, patientName=Nelly Lamrouex, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Ambien, quantity=75, patient_ssn=831-80-0548, patientName=Fulvia Adamina, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Vibramycin, quantity=74, patient_ssn=609-49-1232, patientName=Petronella Stag, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Lopressor, quantity=0, patient_ssn=885-15-4958, patientName=Melanie Sada, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Omnicef, quantity=48, patient_ssn=679-22-9598, patientName=Kevina Cinnamon, doctor_ssn=383-31-2210, doctorName=Tersina Lissner, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Tricor, quantity=83, patient_ssn=774-98-5724, patientName=Leona Erma, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Ambien, quantity=66, patient_ssn=263-44-8980, patientName=Deeyn Northway, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Advair, quantity=7, patient_ssn=827-92-0073, patientName=Perle Jones, doctor_ssn=152-68-2066, doctorName=Maryellen Sabrina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Tricor, quantity=8, patient_ssn=891-27-3615, patientName=Nelly Lamrouex, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Prozac, quantity=13, patient_ssn=644-97-8778, patientName=Risa Rhodes, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Glucotrol, quantity=49, patient_ssn=511-74-7551, patientName=Channa Lalla, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Ambien, quantity=8, patient_ssn=835-46-0971, patientName=Noellyn Jillene, doctor_ssn=155-02-2387, doctorName=Krissie Noellyn, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Proair Proventil, quantity=88, patient_ssn=461-88-0513, patientName=Guglielma Gibbons, doctor_ssn=883-03-6814, doctorName=Tildi Zobkiw, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Topamax, quantity=7, patient_ssn=118-80-6107, patientName=Jordana Joice, doctor_ssn=151-24-4902, doctorName=Ainslie Katherin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Augmentin, quantity=40, patient_ssn=311-85-8131, patientName=Carin Hoban, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Glucophage, quantity=85, patient_ssn=791-40-3101, patientName=Katerine Sheryle, doctor_ssn=805-55-5629, doctorName=Joanna Latvina, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Crestor, quantity=32, patient_ssn=812-39-4226, patientName=Pepita Aleda, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Amoxil, quantity=44, patient_ssn=425-70-5510, patientName=Mag Eddie, doctor_ssn=591-12-1595, doctorName=Sherry Marjorie, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
Prescription [rxid=null, drugName=Zocor, quantity=74, patient_ssn=298-89-9024, patientName=Eleen Scoles, doctor_ssn=862-42-9118, doctorName=Shirley Godwin, pharmacyID=null, pharmacyAddress=null, pharmacyName=null, dateFilled=null, cost=null]
